attractionId,en-attractionCategory,en_attractionName,de-attractionCategory,de_attractionName,attractionPriceAdult,gocityDayPass,gocityFlexPass,sightseeingDayPass,sightseeingFlexPass,sightseeingEconomyDayPass,sightseeingEconomyFlexPass,de_attractionAffiliateLink,en_attractionAffiliateLink,attractionImageLink,
nightbus,Bus Tours,"Nacht Bus Tour (2,5h)",Bus Touren,"Nacht Bus Tour (2,5h)",$69.00 ,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,https://www.getyourguide.de/new-york-l59/gray-line-guided-night-tour-t815251?partner_id=W6XD61L&utm_medium=online_publisher&cmp=passprofi,https://www.getyourguide.com/de-ch/new-york-l59/gray-line-guided-night-tour-t815251?partner_id=W6XD61L&utm_medium=online_publisher&cmp=passprofi,https://nycliebe.de/wp-content/uploads/2023/03/test-image.webp,
boroughsbus,Bus Tours,"Bronx, Brooklyn, Queens Bus Tour (6h)",Bus Touren,"Bronx, Brooklyn, Queens Bus Tour (6h)",$84.00 ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,https://www.getyourguide.de/new-york-l59/nyc-kontraste-farben-bustour-durch-bronx-brooklyn-und-queens-t400285/?partner_id=W6XD61L&utm_medium=online_publisher&cmp=passprofi,https://www.getyourguide.com/new-york-l59/nyc-kontraste-farben-bustour-durch-bronx-brooklyn-und-queens-t400285/?partner_id=W6XD61L&utm_medium=online_publisher&cmp=passprofi,https://nycliebe.de/wp-content/uploads/2023/03/test-image.webp,
tvandmoviesbus,Bus Tours,"TV and Movie Bus Tour (2,5)",Bus Touren,"TV and Movie Bus Tour (2,5)",$70.00 ,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,https://www.getyourguide.de/new-york-l59/new-york-manhattan-tv-und-film-bustour-mit-schauspieler-guide-t407076/?partner_id=W6XD61L&utm_medium=online_publisher&cmp=passprofi,https://www.getyourguide.com/new-york-l59/new-york-manhattan-tv-und-film-bustour-mit-schauspieler-guide-t407076/?partner_id=W6XD61L&utm_medium=online_publisher&cmp=passprofi,https://nycliebe.de/wp-content/uploads/2023/03/test-image.webp,
satcbus,Bus Tours,Sex and the City Bus Tour (3h),Bus Touren,Sex and the City Bus Tour (3h),$81.00 ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.getyourguide.de/new-york-l59/sex-and-the-city-hotspots-tour-t464?partner_id=W6XD61L&utm_medium=online_publisher&cmp=passprofi,https://www.getyourguide.com/new-york-l59/sex-and-the-city-hotspots-tour-t464?partner_id=W6XD61L&utm_medium=online_publisher&cmp=passprofi,https://nycliebe.de/wp-content/uploads/2023/03/test-image.webp,
gossipgirlbus,Bus Tours,Gossip Girl Bus Tour (3h),Bus Touren,Gossip Girl Bus Tour (3h),$78.00 ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.getyourguide.de/new-york-l59/gossip-girl-sites-tour-t514?partner_id=W6XD61L&utm_medium=online_publisher&cmp=passprofi,https://www.getyourguide.com/new-york-l59/gossip-girl-sites-tour-t514?partner_id=W6XD61L&utm_medium=online_publisher&cmp=passprofi,https://nycliebe.de/wp-content/uploads/2023/03/test-image.webp,
americandream,Bus Tours,Transfer: American Dream Mall,Bus Touren,Transfer: American Dream Mall,$39.00 ,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,https://www.getyourguide.de/new-york-l59/von-nyc-aus-hin-und-rucktransport-zur-american-dream-mall-t676551?partner_id=W6XD61L&utm_medium=online_publisher&cmp=passprofi,https://www.getyourguide.com/new-york-l59/von-nyc-aus-hin-und-rucktransport-zur-american-dream-mall-t676551?partner_id=W6XD61L&utm_medium=online_publisher&cmp=passprofi,https://nycliebe.de/wp-content/uploads/2023/03/test-image.webp,
woodbury,Bus Tours,Transfer: Woodbury Common Outlets ,Bus Touren,Transfer: Woodbury Common Outlets ,$47.00 ,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,https://www.getyourguide.de/new-york-l59/von-nyc-aus-woodbury-common-premium-outlets-shopping-tour-t450939?partner_id=W6XD61L&utm_medium=online_publisher&cmp=passprofi,https://www.getyourguide.com/new-york-l59/von-nyc-aus-woodbury-common-premium-outlets-shopping-tour-t450939?partner_id=W6XD61L&utm_medium=online_publisher&cmp=passprofi,https://nycliebe.de/wp-content/uploads/2023/03/test-image.webp,
airporttransfer,Bus Tours,"Transfer: JFK, EWR oder LGA zum Manhattan Hotel",Bus Touren,"Transfer: JFK, EWR oder LGA zum Manhattan Hotel",$34.90 ,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,https://www.getyourguide.de/new-york-l59/nyc-einweg-transfer-zumvom-flughafen-jfk-und-manhattan-t415999?partner_id=W6XD61L&utm_medium=online_publisher&cmp=passprofi,https://www.getyourguide.com/new-york-l59/nyc-einweg-transfer-zumvom-flughafen-jfk-und-manhattan-t415999?partner_id=W6XD61L&utm_medium=online_publisher&cmp=passprofi,https://nycliebe.de/wp-content/uploads/2023/03/test-image.webp,
dykerheights,Bus Tours,Dyker Heights Holiday Lights Tour,Bus Touren,Dyker Heights Holiday Lights Tour,$79.00 ,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,https://www.getyourguide.de/new-york-l59/new-yorker-weihnachtslichter-in-dyker-heights-t58158?partner_id=W6XD61L&utm_medium=online_publisher&cmp=passprofi,https://www.getyourguide.com/new-york-l59/new-yorker-weihnachtslichter-in-dyker-heights-t58158?partner_id=W6XD61L&utm_medium=online_publisher&cmp=passprofi,https://nycliebe.de/wp-content/uploads/2023/03/test-image.webp,
bikerentalcp,Bicycle,Central Park Fahrradverleih (1 Tag),Fahrrad,Central Park Fahrradverleih (1 Tag),$45.00 ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,https://www.getyourguide.de/new-york-l59/nyc-central-park-fahrradverleih-t19274?partner_id=W6XD61L&utm_medium=online_publisher&cmp=passprofi,https://www.getyourguide.com/new-york-l59/nyc-central-park-fahrradverleih-t19274?partner_id=W6XD61L&utm_medium=online_publisher&cmp=passprofi,https://nycliebe.de/wp-content/uploads/2023/03/test-image.webp,
bikerentalbb,Bicycle,Brooklyn Bridge Fahrradverleih (1 Tag),Fahrrad,Brooklyn Bridge Fahrradverleih (1 Tag),$48.99 ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,https://www.getyourguide.de/lower-manhattan-l3519/brooklyn-bridge-fahrradverleih-t37592?partner_id=W6XD61L&utm_medium=online_publisher&cmp=passprofi,https://www.getyourguide.com/lower-manhattan-l3519/brooklyn-bridge-fahrradverleih-t37592?partner_id=W6XD61L&utm_medium=online_publisher&cmp=passprofi,https://nycliebe.de/wp-content/uploads/2023/03/test-image.webp,
pedicabcentralpark,Bicycle,Central Park Pedicab Tour (1h),Fahrrad,Central Park Pedicab Tour (1h),$50.00 ,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,https://www.getyourguide.de/new-york-l59/new-york-private-rikscha-tour-durch-den-central-park-t346276?partner_id=W6XD61L&utm_medium=online_publisher&cmp=passprofi,https://www.getyourguide.com/new-york-l59/new-york-private-rikscha-tour-durch-den-central-park-t346276?partner_id=W6XD61L&utm_medium=online_publisher&cmp=passprofi,https://nycliebe.de/wp-content/uploads/2023/03/test-image.webp,
biketourbb,Bicycle,Brooklyn Bridge Bike Tour (2h),Fahrrad,Brooklyn Bridge Bike Tour (2h),$48.99 ,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,https://www.getyourguide.de/brooklyn-l2034/brooklyn-bridge-neighborhood-bike-tour-t10053?partner_id=W6XD61L&utm_medium=online_publisher&cmp=passprofi,https://www.getyourguide.com/brooklyn-l2034/brooklyn-bridge-neighborhood-bike-tour-t10053?partner_id=W6XD61L&utm_medium=online_publisher&cmp=passprofi,https://nycliebe.de/wp-content/uploads/2023/03/test-image.webp,
biketourcp,Bicycle,Central Park Bike Tour (2h),Fahrrad,Central Park Bike Tour (2h),$63.18 ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,https://www.getyourguide.de/new-york-l59/central-park-sightseeing-bike-tours-t12588?partner_id=W6XD61L&utm_medium=online_publisher&cmp=passprofi,https://www.getyourguide.com/new-york-l59/central-park-sightseeing-bike-tours-t12588?partner_id=W6XD61L&utm_medium=online_publisher&cmp=passprofi,https://nycliebe.de/wp-content/uploads/2023/03/test-image.webp,
biketourhighlights,Bicycle,New York Highlights Bike Tour (3h),Fahrrad,New York Highlights Bike Tour (3h),$86.16 ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,https://www.getyourguide.de/new-york-l59/die-new-york-city-fahrradtour-t48813?partner_id=W6XD61L&utm_medium=online_publisher&cmp=passprofi,https://www.getyourguide.com/new-york-l59/die-new-york-city-fahrradtour-t48813?partner_id=W6XD61L&utm_medium=online_publisher&cmp=passprofi,https://nycliebe.de/wp-content/uploads/2023/03/test-image.webp,
radiocitytour,Guided Tours,Radio City Music Hall Tour,Geführte Touren,Radio City Music Hall Tour,$42.00 ,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,https://www.getyourguide.de/new-york-l59/new-york-radio-city-stage-door-tour-ticket-t179495?partner_id=W6XD61L&utm_medium=online_publisher&cmp=passprofi,https://www.getyourguide.com/new-york-l59/new-york-radio-city-stage-door-tour-ticket-t179495?partner_id=W6XD61L&utm_medium=online_publisher&cmp=passprofi,https://nycliebe.de/wp-content/uploads/2023/03/test-image.webp,
rockefellertour,Guided Tours,Rockefeller Center Tour ,Geführte Touren,Rockefeller Center Tour ,$29.40 ,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,https://www.getyourguide.de/new-york-l59/nyc-rockefeller-center-tour-mit-optionalem-top-of-the-rock-t824427?partner_id=W6XD61L&utm_medium=online_publisher&cmp=passprofi,https://www.getyourguide.de/new-york-l59/nyc-rockefeller-center-tour-mit-optionalem-top-of-the-rock-t824427?partner_id=W6XD61L&utm_medium=online_publisher&cmp=passprofi,https://nycliebe.de/wp-content/uploads/2023/03/test-image.webp,
stpatrickstour,Guided Tours,St. Patrick’s Cathedral Tour,Geführte Touren,St. Patrick’s Cathedral Tour,$19.99 ,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,https://www.getyourguide.de/new-york-l59/nyc-st-patrick-s-cathedral-offizieller-audioguide-t723377/?partner_id=W6XD61L&utm_medium=online_publisher&cmp=passprofi,https://www.getyourguide.com/new-york-l59/nyc-st-patrick-s-cathedral-offizieller-audioguide-t723377/?partner_id=W6XD61L&utm_medium=online_publisher&cmp=passprofi,https://nycliebe.de/wp-content/uploads/2023/03/test-image.webp,
grandcentraltour,Guided Tours,Grand Central Terminal Tour,Geführte Touren,Grand Central Terminal Tour,$35.00 ,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,https://www.takewalks.com/new-york-tours/grand-central-terminal-tour,https://www.takewalks.com/new-york-tours/grand-central-terminal-tour,https://nycliebe.de/wp-content/uploads/2023/03/test-image.webp,
msgtour,Guided Tours,Madison Square Garden Tour,Geführte Touren,Madison Square Garden Tour,$46.00 ,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,https://www.getyourguide.de/new-york-l59/new-york-madison-square-garden-all-access-tour-ticket-t179501?partner_id=W6XD61L&utm_medium=online_publisher&cmp=passprofi,https://www.getyourguide.com/new-york-l59/new-york-madison-square-garden-all-access-tour-ticket-t179501?partner_id=W6XD61L&utm_medium=online_publisher&cmp=passprofi,https://nycliebe.de/wp-content/uploads/2023/03/test-image.webp,
yankeestour,Guided Tours,Yankees Stadium Tour,Geführte Touren,Yankees Stadium Tour,$41.10 ,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,https://ticketmaster.evyy.net/c/4506029/264167/4272?subId1=passprofi&u=https%3A%2F%2Fwww.ticketmaster.com%2Fyankee-stadium-tours-tickets%2Fartist%2F875284,https://ticketmaster.evyy.net/c/4506029/264167/4272?subId1=passprofi&u=https%3A%2F%2Fwww.ticketmaster.com%2Fyankee-stadium-tours-tickets%2Fartist%2F875284,https://nycliebe.de/wp-content/uploads/2023/03/test-image.webp,
carnegietour,Guided Tours,Carnegie Hall Tour,Geführte Touren,Carnegie Hall Tour,$24.00 ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,https://www.carnegiehall.org/Visit/Tour/Tours,https://www.carnegiehall.org/Visit/Tour/Tours,https://nycliebe.de/wp-content/uploads/2023/03/test-image.webp,
catacombstour,Guided Tours,"Katakomben bei Kerzenlicht Tour (1,25h)",Geführte Touren,"Katakomben bei Kerzenlicht Tour (1,25h)",$37.00 ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,https://fever.pxf.io/3Jy1Wy,https://fever.pxf.io/3Jy1Wy,https://nycliebe.de/wp-content/uploads/2023/03/test-image.webp,
foodtour,Guided Tours,"Food Tour (3,5h)",Geführte Touren,"Food Tour (3,5h)",$62.54 ,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,https://www.viator.com/tours/New-York-City/Midtown-Mix-Guided-Food-Tour-New-York-Food-On-Foot-Tours/d687-21115P18,https://www.viator.com/tours/New-York-City/Midtown-Mix-Guided-Food-Tour-New-York-Food-On-Foot-Tours/d687-21115P18,https://nycliebe.de/wp-content/uploads/2023/03/test-image.webp,
brooklynbridgetour,Guided Tours,Brooklyn Bridge und DUMBO Tour (2.5h),Geführte Touren,Brooklyn Bridge und DUMBO Tour (2.5h),$49.00 ,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,https://www.getyourguide.de/brooklyn-l2034/brooklyn-bridge-und-dumbo-2-stundiger-rundgang-in-nyc-t21767/?partner_id=W6XD61L&utm_medium=online_publisher&cmp=passprofi,https://www.getyourguide.com/brooklyn-l2034/brooklyn-bridge-und-dumbo-2-stundiger-rundgang-in-nyc-t21767/?partner_id=W6XD61L&utm_medium=online_publisher&cmp=passprofi,https://nycliebe.de/wp-content/uploads/2023/03/test-image.webp,
wallstreettour,Guided Tours,The Wall Street Tour (2h),Geführte Touren,The Wall Street Tour (2h),$49.00 ,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,https://www.getyourguide.de/new-york-l59/new-york-city-tour-von-der-wall-street-zum-world-trade-center-t410386?partner_id=W6XD61L&utm_medium=online_publisher&cmp=passprofi,https://www.getyourguide.com/new-york-l59/new-york-city-tour-von-der-wall-street-zum-world-trade-center-t410386?partner_id=W6XD61L&utm_medium=online_publisher&cmp=passprofi,https://nycliebe.de/wp-content/uploads/2023/03/test-image.webp,
harlemgospeltour,Guided Tours,Harlem Gospel Experience Tour (3.5h),Geführte Touren,Harlem Gospel Experience Tour (3.5h),$59.00 ,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,https://www.getyourguide.de/new-york-l59/new-york-die-schnitzeljagd-der-insider-t207918/?partner_id=W6XD61L&utm_medium=online_publisher&cmp=passprofi,https://www.getyourguide.com/new-york-l59/new-york-die-schnitzeljagd-der-insider-t207918/?partner_id=W6XD61L&utm_medium=online_publisher&cmp=passprofi,https://nycliebe.de/wp-content/uploads/2023/03/test-image.webp,
slaverytour,Guided Tours,"NYC Slavery and Underground Railroad Tour (2,5h)",Geführte Touren,"NYC Slavery and Underground Railroad Tour (2,5h)",$49.00 ,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,https://www.getyourguide.de/new-york-l59/new-york-city-sklaverei-und-underground-railroad-tour-t21747?partner_id=W6XD61L&utm_medium=online_publisher&cmp=passprofi,https://www.getyourguide.com/new-york-l59/new-york-city-sklaverei-und-underground-railroad-tour-t21747?partner_id=W6XD61L&utm_medium=online_publisher&cmp=passprofi,https://nycliebe.de/wp-content/uploads/2023/03/test-image.webp,
statuetour,Guided Tours,Secrets of the Statue of Liberty and Ellis Island Walking Tour (4h),Geführte Touren,Secrets of the Statue of Liberty and Ellis Island Walking Tour (4h),$79.00 ,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,https://www.getyourguide.de/new-york-l59/geheimnisse-der-freiheitsstatue-und-ellis-island-t124631?partner_id=W6XD61L&utm_medium=online_publisher&cmp=passprofi,https://www.getyourguide.com/new-york-l59/geheimnisse-der-freiheitsstatue-und-ellis-island-t124631?partner_id=W6XD61L&utm_medium=online_publisher&cmp=passprofi,https://nycliebe.de/wp-content/uploads/2023/03/test-image.webp,
tvandmoviestour,Guided Tours,Central Park TV and Movie Sites Tour (2h),Geführte Touren,Central Park TV and Movie Sites Tour (2h),$36.00 ,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,https://www.getyourguide.de/new-york-city-l59/central-park-movie-sites-walking-tour-t516/?partner_id=W6XD61L&utm_medium=online_publisher&cmp=passprofi,https://www.getyourguide.com/new-york-city-l59/central-park-movie-sites-walking-tour-t516/?partner_id=W6XD61L&utm_medium=online_publisher&cmp=passprofi,https://nycliebe.de/wp-content/uploads/2023/03/test-image.webp,
broadwaytour,Guided Tours,"Broadway and Times Square Walking Tour (1,75h)",Geführte Touren,"Broadway and Times Square Walking Tour (1,75h)",$39.00 ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,https://www.getyourguide.de/new-york-city-l59/2-hour-broadway-walking-tour-in-new-york-t18792/?partner_id=W6XD61L&utm_medium=online_publisher&cmp=passprofi,https://www.getyourguide.com/new-york-city-l59/2-hour-broadway-walking-tour-in-new-york-t18792/?partner_id=W6XD61L&utm_medium=online_publisher&cmp=passprofi,https://nycliebe.de/wp-content/uploads/2023/03/test-image.webp,
sohotour,Guided Tours,"SoHo, Little Italy, Chinatown Tour (2h)",Geführte Touren,"SoHo, Little Italy, Chinatown Tour (2h)",$39.00 ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,https://www.getyourguide.de/new-york-l59/soho-little-italy-und-chinatown-guided-tour-t514924?partner_id=W6XD61L&utm_medium=online_publisher&cmp=passprofi,https://www.getyourguide.com/new-york-l59/soho-little-italy-und-chinatown-guided-tour-t514924?partner_id=W6XD61L&utm_medium=online_publisher&cmp=passprofi,https://nycliebe.de/wp-content/uploads/2023/03/test-image.webp,
brooklyntour,Guided Tours,Best of Brooklyn Walking Tour (2h),Geführte Touren,Best of Brooklyn Walking Tour (2h),$32.00 ,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,https://www.brooklynunpluggedtours.com/tours,https://www.brooklynunpluggedtours.com/tours,https://nycliebe.de/wp-content/uploads/2023/03/test-image.webp,
graffititour,Guided Tours,Graffiti & Street Art Walking Tour of Brooklyn (2h),Geführte Touren,Graffiti & Street Art Walking Tour of Brooklyn (2h),$32.00 ,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,https://tourthemetropolis.com/,https://tourthemetropolis.com/,https://nycliebe.de/wp-content/uploads/2023/03/test-image.webp,
lowermanhattantour,Guided Tours,Lower Manhattan Walking Tour (4h),Geführte Touren,Lower Manhattan Walking Tour (4h),$68.00 ,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,https://tourthemetropolis.com/,https://tourthemetropolis.com/,https://nycliebe.de/wp-content/uploads/2023/03/test-image.webp,
groundzerotour,Guided Tours,"9/11 Ground Zero Walking Tour (1,5h)",Geführte Touren,"9/11 Ground Zero Walking Tour (1,5h)",$37.00 ,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,https://www.getyourguide.de/new-york-l59/die-ground-zero-walking-guided-tour-t496286?partner_id=W6XD61L&utm_medium=online_publisher&cmp=passprofi,https://www.getyourguide.com/new-york-l59/die-ground-zero-walking-guided-tour-t496286?partner_id=W6XD61L&utm_medium=online_publisher&cmp=passprofi,https://nycliebe.de/wp-content/uploads/2023/03/test-image.webp,
harlemhiphoptour,Guided Tours,Harlem Hip Hop Tour (2h),Geführte Touren,Harlem Hip Hop Tour (2h),$50.00 ,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,https://www.getyourguide.de/new-york-l59/walk-this-way-harlem-hip-hop-rundgang-t26481?partner_id=W6XD61L&utm_medium=online_publisher&cmp=passprofi,https://www.getyourguide.com/new-york-l59/walk-this-way-harlem-hip-hop-rundgang-t26481?partner_id=W6XD61L&utm_medium=online_publisher&cmp=passprofi,https://nycliebe.de/wp-content/uploads/2023/03/test-image.webp,
centralparktour,Guided Tours,Central Park Walking Tour (2h),Geführte Touren,Central Park Walking Tour (2h),$25.00 ,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,https://www.getyourguide.de/new-york-l59/new-york-city-central-park-rundgang-t178613/?partner_id=W6XD61L&utm_medium=online_publisher&cmp=passprofi,https://www.getyourguide.com/new-york-l59/new-york-city-central-park-rundgang-t178613/?partner_id=W6XD61L&utm_medium=online_publisher&cmp=passprofi,https://nycliebe.de/wp-content/uploads/2023/03/test-image.webp,
marveltour,Guided Tours,Marvel & DC Superheroes Walking Tour (2h),Geführte Touren,Marvel & DC Superheroes Walking Tour (2h),,$39.00 ,TRUE,TRUE,FALSE,FALSE,FALSE,https://www.getyourguide.de/new-york-l59/superhelden-von-new-york-tour-t75339?partner_id=W6XD61L&utm_medium=online_publisher&cmp=passprofi,FALSE,https://www.getyourguide.com/new-york-l59/superhelden-von-new-york-tour-t75339?partner_id=W6XD61L&utm_medium=online_publisher&cmp=passprofi,https://nycliebe.de/wp-content/uploads/2023/03/test-image.webp
